material_id,composition,target
1,"{'one': 30, 'two': 29, 'three': 30, 'four': 26, 'five': 30, 'six': 28, 'seven': 28, 'eight': 29, 'nine': 29, 'ten': 27, 'eleven': 28, 'twelve': 28, 'thirteen': 26, 'fourteen': 28, 'fifteen': 27, 'sixteen': 30}",-0.178114
2,"{'one': 27, 'two': 26, 'three': 28, 'four': 29, 'five': 28, 'six': 29, 'seven': 28, 'eight': 30, 'nine': 27, 'ten': 27, 'eleven': 28, 'twelve': 26, 'thirteen': 28, 'fourteen': 28, 'fifteen': 26, 'sixteen': 28}",0.225666000000011
3,"{'one': 28, 'two': 29, 'three': 26, 'four': 27, 'five': 28, 'six': 28, 'seven': 26, 'eight': 26, 'nine': 28, 'ten': 27, 'eleven': 28, 'twelve': 28, 'thirteen': 30, 'fourteen': 29, 'fifteen': 30, 'sixteen': 30}",-0.0186449999999993
5,"{'one': 30, 'two': 27, 'three': 30, 'four': 28, 'five': 29, 'six': 29, 'seven': 30, 'eight': 26, 'nine': 28, 'ten': 30, 'eleven': 28, 'twelve': 30, 'thirteen': 26, 'fourteen': 26, 'fifteen': 28, 'sixteen': 30}",-0.0886010000000041
7,"{'one': 27, 'two': 27, 'three': 29, 'four': 29, 'five': 30, 'six': 30, 'seven': 28, 'eight': 29, 'nine': 28, 'ten': 29, 'eleven': 27, 'twelve': 29, 'thirteen': 26, 'fourteen': 29, 'fifteen': 26, 'sixteen': 29}",0.586332000000005
8,"{'one': 28, 'two': 29, 'three': 28, 'four': 30, 'five': 29, 'six': 26, 'seven': 28, 'eight': 28, 'nine': 27, 'ten': 27, 'eleven': 27, 'twelve': 30, 'thirteen': 28, 'fourteen': 27, 'fifteen': 27, 'sixteen': 27}",-0.066350000000007
11,"{'one': 28, 'two': 28, 'three': 30, 'four': 26, 'five': 28, 'six': 28, 'seven': 28, 'eight': 29, 'nine': 26, 'ten': 30, 'eleven': 28, 'twelve': 28, 'thirteen': 30, 'fourteen': 29, 'fifteen': 27, 'sixteen': 29}",0.359804000000004
12,"{'one': 28, 'two': 27, 'three': 30, 'four': 30, 'five': 28, 'six': 29, 'seven': 29, 'eight': 28, 'nine': 28, 'ten': 26, 'eleven': 30, 'twelve': 29, 'thirteen': 27, 'fourteen': 28, 'fifteen': 27, 'sixteen': 30}",-0.0892909999999957
13,"{'one': 26, 'two': 30, 'three': 28, 'four': 28, 'five': 28, 'six': 30, 'seven': 29, 'eight': 29, 'nine': 27, 'ten': 30, 'eleven': 29, 'twelve': 30, 'thirteen': 26, 'fourteen': 26, 'fifteen': 28, 'sixteen': 29}",0.0336449999999999
14,"{'one': 28, 'two': 29, 'three': 28, 'four': 27, 'five': 28, 'six': 26, 'seven': 28, 'eight': 27, 'nine': 26, 'ten': 26, 'eleven': 26, 'twelve': 26, 'thirteen': 26, 'fourteen': 27, 'fifteen': 29, 'sixteen': 30}",-0.175008999999995
16,"{'one': 28, 'two': 30, 'three': 29, 'four': 29, 'five': 27, 'six': 26, 'seven': 29, 'eight': 27, 'nine': 28, 'ten': 26, 'eleven': 30, 'twelve': 26, 'thirteen': 28, 'fourteen': 26, 'fifteen': 27, 'sixteen': 26}",-0.444164000000007
17,"{'one': 30, 'two': 26, 'three': 26, 'four': 29, 'five': 26, 'six': 30, 'seven': 29, 'eight': 26, 'nine': 30, 'ten': 30, 'eleven': 28, 'twelve': 30, 'thirteen': 28, 'fourteen': 27, 'fifteen': 30, 'sixteen': 27}",-0.03472
